,score,time,samples,id,channels,n_sessions,dataset,pipeline
108,0.38333332538604736,0.5981142520904541,44.0,24,2,1,Physionet Motor Imagery,CSP+LDA
109,0.5266666412353516,0.6481812000274658,44.0,25,2,1,Physionet Motor Imagery,CSP+LDA
110,0.36666667461395264,0.6094563007354736,42.0,26,2,1,Physionet Motor Imagery,CSP+LDA
111,0.5788888931274414,0.572422981262207,44.0,27,2,1,Physionet Motor Imagery,CSP+LDA
112,0.5744444727897644,0.5590894222259521,44.0,28,2,1,Physionet Motor Imagery,CSP+LDA
113,0.9233333468437195,0.5604865550994873,44.0,29,2,1,Physionet Motor Imagery,CSP+LDA
114,0.45916667580604553,0.6015689373016357,42.0,30,2,1,Physionet Motor Imagery,CSP+LDA
115,0.7088888883590698,0.5470840930938721,44.0,31,2,1,Physionet Motor Imagery,CSP+LDA
116,0.6972222328186035,0.6543388366699219,42.0,32,2,1,Physionet Motor Imagery,CSP+LDA
117,0.8033333420753479,0.5493862628936768,44.0,33,2,1,Physionet Motor Imagery,CSP+LDA
118,0.7941666841506958,0.5946643352508545,42.0,34,2,1,Physionet Motor Imagery,CSP+LDA
119,0.5688889026641846,0.5859823226928711,44.0,35,2,1,Physionet Motor Imagery,CSP+LDA
120,0.4444444477558136,0.5871005058288574,44.0,36,2,1,Physionet Motor Imagery,CSP+LDA
121,0.44333332777023315,0.5777463912963867,44.0,37,2,1,Physionet Motor Imagery,CSP+LDA
122,0.4399999976158142,0.5785098075866699,44.0,38,2,1,Physionet Motor Imagery,CSP+LDA
123,0.36222222447395325,0.7862873077392578,44.0,39,2,1,Physionet Motor Imagery,CSP+LDA
124,0.4325000047683716,0.5391845703125,42.0,40,2,1,Physionet Motor Imagery,CSP+LDA
125,0.5375000238418579,0.5811874866485596,42.0,41,2,1,Physionet Motor Imagery,CSP+LDA
126,0.8566666841506958,0.6626994609832764,44.0,42,2,1,Physionet Motor Imagery,CSP+LDA
127,0.6255555748939514,0.6759159564971924,44.0,43,2,1,Physionet Motor Imagery,CSP+LDA
128,0.5988888740539551,0.5692718029022217,44.0,44,2,1,Physionet Motor Imagery,CSP+LDA
129,0.27666667103767395,0.6713778972625732,44.0,45,2,1,Physionet Motor Imagery,CSP+LDA
130,0.5799999833106995,0.5767896175384521,44.0,46,2,1,Physionet Motor Imagery,CSP+LDA
131,0.4444444477558136,0.663928747177124,42.0,47,2,1,Physionet Motor Imagery,CSP+LDA
132,0.5388888716697693,0.5569794178009033,44.0,48,2,1,Physionet Motor Imagery,CSP+LDA
133,0.5655555725097656,0.5432696342468262,44.0,49,2,1,Physionet Motor Imagery,CSP+LDA
134,0.23444443941116333,0.599987268447876,44.0,50,2,1,Physionet Motor Imagery,CSP+LDA
135,0.6424999833106995,0.5398821830749512,42.0,51,2,1,Physionet Motor Imagery,CSP+LDA
136,0.8050000071525574,0.5987226963043213,42.0,52,2,1,Physionet Motor Imagery,CSP+LDA
137,0.5677777528762817,0.6612324714660645,44.0,53,2,1,Physionet Motor Imagery,CSP+LDA
138,0.9133333563804626,0.6810142993927002,44.0,54,2,1,Physionet Motor Imagery,CSP+LDA
139,0.6866666674613953,0.6452116966247559,44.0,55,2,1,Physionet Motor Imagery,CSP+LDA
140,0.596666693687439,0.5531799793243408,44.0,56,2,1,Physionet Motor Imagery,CSP+LDA
141,0.5177778005599976,0.5972855091094971,42.0,57,2,1,Physionet Motor Imagery,CSP+LDA
142,0.49861112236976624,0.6220614910125732,42.0,58,2,1,Physionet Motor Imagery,CSP+LDA
143,0.5483333468437195,0.6476325988769531,42.0,59,2,1,Physionet Motor Imagery,CSP+LDA
144,0.8933333158493042,0.5879166126251221,44.0,60,2,1,Physionet Motor Imagery,CSP+LDA
145,0.41111111640930176,0.5577249526977539,44.0,61,2,1,Physionet Motor Imagery,CSP+LDA
146,0.7377777695655823,0.5963201522827148,44.0,62,2,1,Physionet Motor Imagery,CSP+LDA
147,0.3700000047683716,0.6584546566009521,44.0,63,2,1,Physionet Motor Imagery,CSP+LDA
148,0.554444432258606,0.5549874305725098,44.0,64,2,1,Physionet Motor Imagery,CSP+LDA
149,0.6366666555404663,0.7001774311065674,42.0,65,2,1,Physionet Motor Imagery,CSP+LDA
150,0.6899999976158142,0.6015450954437256,44.0,66,2,1,Physionet Motor Imagery,CSP+LDA
151,0.31111112236976624,0.6024610996246338,44.0,67,2,1,Physionet Motor Imagery,CSP+LDA
152,0.503333330154419,0.6854543685913086,44.0,68,2,1,Physionet Motor Imagery,CSP+LDA
153,0.4555555582046509,0.5602080821990967,42.0,69,2,1,Physionet Motor Imagery,CSP+LDA
154,0.49222221970558167,0.6816971302032471,44.0,70,2,1,Physionet Motor Imagery,CSP+LDA
155,0.6155555844306946,0.6356754302978516,44.0,71,2,1,Physionet Motor Imagery,CSP+LDA
156,0.9733333587646484,0.5569031238555908,44.0,72,2,1,Physionet Motor Imagery,CSP+LDA
157,0.6544444561004639,0.6215517520904541,44.0,73,2,1,Physionet Motor Imagery,CSP+LDA
158,0.42472222447395325,0.5900940895080566,42.0,74,2,1,Physionet Motor Imagery,CSP+LDA
159,0.602222204208374,0.5861804485321045,44.0,75,2,1,Physionet Motor Imagery,CSP+LDA
160,0.5233333110809326,0.6385021209716797,44.0,76,2,1,Physionet Motor Imagery,CSP+LDA
161,0.3033333420753479,0.6789708137512207,42.0,77,2,1,Physionet Motor Imagery,CSP+LDA
162,0.41555556654930115,0.6319975852966309,44.0,78,2,1,Physionet Motor Imagery,CSP+LDA
163,0.6966666579246521,0.6798477172851562,44.0,79,2,1,Physionet Motor Imagery,CSP+LDA
164,0.3766666650772095,0.680328369140625,44.0,80,2,1,Physionet Motor Imagery,CSP+LDA
165,0.6211110949516296,0.5689992904663086,44.0,81,2,1,Physionet Motor Imagery,CSP+LDA
166,0.70333331823349,0.5497448444366455,44.0,82,2,1,Physionet Motor Imagery,CSP+LDA
167,0.5711110830307007,0.5729043483734131,44.0,83,2,1,Physionet Motor Imagery,CSP+LDA
168,0.7599999904632568,0.5676586627960205,44.0,84,2,1,Physionet Motor Imagery,CSP+LDA
169,0.7799999713897705,0.5748672485351562,44.0,85,2,1,Physionet Motor Imagery,CSP+LDA
170,0.5144444704055786,0.6336989402770996,44.0,86,2,1,Physionet Motor Imagery,CSP+LDA
171,0.23222222924232483,0.5377118587493896,44.0,87,2,1,Physionet Motor Imagery,CSP+LDA
172,0.6009126901626587,0.5733251571655273,58.0,88,2,1,Physionet Motor Imagery,CSP+LDA
173,0.5797222256660461,0.6587777137756348,42.0,89,2,1,Physionet Motor Imagery,CSP+LDA
174,0.4577777683734894,0.5978758335113525,44.0,90,2,1,Physionet Motor Imagery,CSP+LDA
175,0.4877777695655823,0.594580888748169,44.0,91,2,1,Physionet Motor Imagery,CSP+LDA
176,0.6759999990463257,0.5452582836151123,54.0,92,2,1,Physionet Motor Imagery,CSP+LDA
177,0.8433333039283752,0.6805591583251953,44.0,93,2,1,Physionet Motor Imagery,CSP+LDA
178,0.8399999737739563,0.5759103298187256,44.0,94,2,1,Physionet Motor Imagery,CSP+LDA
179,0.5922222137451172,0.5937213897705078,44.0,95,2,1,Physionet Motor Imagery,CSP+LDA
180,0.5133333206176758,0.5425510406494141,44.0,96,2,1,Physionet Motor Imagery,CSP+LDA
181,0.7677778005599976,0.5601325035095215,44.0,97,2,1,Physionet Motor Imagery,CSP+LDA
182,0.6755555272102356,0.5509908199310303,44.0,98,2,1,Physionet Motor Imagery,CSP+LDA
183,0.5611110925674438,0.6968669891357422,44.0,99,2,1,Physionet Motor Imagery,CSP+LDA
184,0.18333333730697632,0.6008212566375732,30.0,100,2,1,Physionet Motor Imagery,CSP+LDA
185,0.35777777433395386,0.5881731510162354,44.0,101,2,1,Physionet Motor Imagery,CSP+LDA
186,0.605555534362793,0.5491220951080322,44.0,102,2,1,Physionet Motor Imagery,CSP+LDA
187,0.4588888883590698,0.5632312297821045,44.0,103,2,1,Physionet Motor Imagery,CSP+LDA
188,0.4533333480358124,0.671576976776123,42.0,104,2,1,Physionet Motor Imagery,CSP+LDA
189,0.6577777862548828,0.5867061614990234,44.0,105,2,1,Physionet Motor Imagery,CSP+LDA
190,0.6380555629730225,0.5561673641204834,42.0,106,2,1,Physionet Motor Imagery,CSP+LDA
191,0.5766666531562805,0.5647516250610352,42.0,107,2,1,Physionet Motor Imagery,CSP+LDA
192,0.6633333563804626,0.5662665367126465,44.0,108,2,1,Physionet Motor Imagery,CSP+LDA
193,0.26555556058883667,0.6479842662811279,44.0,109,2,1,Physionet Motor Imagery,CSP+LDA
194,0.5228145718574524,1.0135011672973633,144.0,1,2,2,001-2014,CSP+SVM
195,0.5420522093772888,0.6815009117126465,144.0,1,2,2,001-2014,CSP+SVM
196,0.5225579738616943,0.99735426902771,144.0,2,2,2,001-2014,CSP+SVM
197,0.5546743869781494,0.8107573986053467,144.0,2,2,2,001-2014,CSP+SVM
198,0.8317159414291382,0.9797859191894531,144.0,3,2,2,001-2014,CSP+SVM
199,0.8876031041145325,0.6730382442474365,144.0,3,2,2,001-2014,CSP+SVM
200,0.6014641523361206,0.8444967269897461,144.0,4,2,2,001-2014,CSP+SVM
201,0.6279253959655762,0.5967695713043213,144.0,4,2,2,001-2014,CSP+SVM
202,0.6038541197776794,1.0114307403564453,144.0,5,2,2,001-2014,CSP+SVM
203,0.5068376660346985,0.6608297824859619,144.0,5,2,2,001-2014,CSP+SVM
204,0.4923504590988159,0.8000309467315674,144.0,6,2,2,001-2014,CSP+SVM
205,0.4724592864513397,0.7962911128997803,144.0,6,2,2,001-2014,CSP+SVM
206,0.5719401240348816,1.0037550926208496,144.0,7,2,2,001-2014,CSP+SVM
207,0.6453343629837036,0.6578123569488525,144.0,7,2,2,001-2014,CSP+SVM
208,0.6899346709251404,0.98909592628479,144.0,8,2,2,001-2014,CSP+SVM
209,0.6705045700073242,0.7535390853881836,144.0,8,2,2,001-2014,CSP+SVM
210,0.6665642857551575,0.9999077320098877,144.0,9,2,2,001-2014,CSP+SVM
211,0.9203783273696899,0.7913131713867188,144.0,9,2,2,001-2014,CSP+SVM
212,0.7334132194519043,0.9101054668426514,400.0,1,2,2,004-2014,CSP+SVM
213,0.7564139366149902,0.8685989379882812,320.0,1,2,2,004-2014,CSP+SVM
